icd_code,icd_version,diagnosis_title,diagnosis_key
S52255E,10,"Nondisplaced comminuted fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with routine healing",10-S52255E
S52309A,10,"Unspecified fracture of shaft of unspecified radius, initial encounter for closed fracture",10-S52309A
S52326Q,10,"Nondisplaced transverse fracture of shaft of unspecified radius, subsequent encounter for open fracture type I or II with malunion",10-S52326Q
S52399C,10,"Other fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10-S52399C
S52612G,10,"Displaced fracture of left ulna styloid process, subsequent encounter for closed fracture with delayed healing",10-S52612G
S59239D,10,"Salter-Harris Type III physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with routine healing",10-S59239D
S60456A,10,"Superficial foreign body of right little finger, initial encounter",10-S60456A
S61333,10,Puncture wound without foreign body of left middle finger with damage to nail,10-S61333
S62156B,10,"Nondisplaced fracture of hook process of hamate [unciform] bone, unspecified wrist, initial encounter for open fracture",10-S62156B
S63263D,10,"Dislocation of metacarpophalangeal joint of left middle finger, subsequent encounter",10-S63263D
S66127A,10,"Laceration of flexor muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter",10-S66127A
S66196A,10,"Other injury of flexor muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter",10-S66196A
S66821,10,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, right hand",10-S66821
S68626S,10,"Partial traumatic transphalangeal amputation of right little finger, sequela",10-S68626S
S72025J,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10-S72025J
S73006,10,Unspecified dislocation of unspecified hip,10-S73006
S742,10,Injury of cutaneous sensory nerve at hip and thigh level,10-S742
S7991,10,Unspecified injury of hip,10-S7991
S82199C,10,"Other fracture of upper end of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",10-S82199C
S82244A,10,"Nondisplaced spiral fracture of shaft of right tibia, initial encounter for closed fracture",10-S82244A
S82839R,10,"Other fracture of upper and lower end of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S82839R
S89002A,10,"Unspecified physeal fracture of upper end of left tibia, initial encounter for closed fracture",10-S89002A
S89199A,10,"Other physeal fracture of lower end of unspecified tibia, initial encounter for closed fracture",10-S89199A
S90922,10,Unspecified superficial injury of left foot,10-S90922
S91202S,10,"Unspecified open wound of left great toe with damage to nail, sequela",10-S91202S
S92525S,10,"Nondisplaced fracture of middle phalanx of left lesser toe(s), sequela",10-S92525S
S99022A,10,"Salter-Harris Type II physeal fracture of left calcaneus, initial encounter for closed fracture",10-S99022A
S99149D,10,"Salter-Harris Type IV physeal fracture of unspecified metatarsal, subsequent encounter for fracture with routine healing",10-S99149D
T22239D,10,"Burn of second degree of unspecified upper arm, subsequent encounter",10-T22239D
T23351S,10,"Burn of third degree of right palm, sequela",10-T23351S
T23542A,10,"Corrosion of first degree of multiple left fingers (nail), including thumb, initial encounter",10-T23542A
T50B92A,10,"Poisoning by other viral vaccines, intentional self-harm, initial encounter",10-T50B92A
T531X2S,10,"Toxic effect of chloroform, intentional self-harm, sequela",10-T531X2S
T562X1,10,"Toxic effect of chromium and its compounds, accidental (unintentional)",10-T562X1
T572X1D,10,"Toxic effect of manganese and its compounds, accidental (unintentional), subsequent encounter",10-T572X1D
T5802XS,10,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, sequela",10-T5802XS
T5804,10,"Toxic effect of carbon monoxide from motor vehicle exhaust, undetermined",10-T5804
T63031D,10,"Toxic effect of taipan venom, accidental (unintentional), subsequent encounter",10-T63031D
T730XXS,10,"Starvation, sequela",10-T730XXS
T81501D,10,"Unspecified complication of foreign body accidentally left in body following infusion or transfusion, subsequent encounter",10-T81501D
T83122D,10,"Displacement of indwelling ureteral stent, subsequent encounter",10-T83122D
T85858S,10,"Stenosis due to other internal prosthetic devices, implants and grafts, sequela",10-T85858S
V271XXS,10,"Motorcycle passenger injured in collision with fixed or stationary object in nontraffic accident, sequela",10-V271XXS
V352,10,Person on outside of three-wheeled motor vehicle injured in collision with railway train or railway vehicle in nontraffic accident,10-V352
V673XXA,10,"Unspecified occupant of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, initial encounter",10-V673XXA
V689XXD,10,"Unspecified occupant of heavy transport vehicle injured in noncollision transport accident in traffic accident, subsequent encounter",10-V689XXD
V8633XA,10,"Unspecified occupant of dune buggy injured in traffic accident, initial encounter",10-V8633XA
V8696,10,Unspecified occupant of dirt bike or motor/cross bike injured in nontraffic accident,10-V8696
V9119XA,10,"Crushed between unspecified watercraft and other watercraft or other object due to collision, initial encounter",10-V9119XA
W21220S,10,"Struck by ice hockey puck, sequela",10-W21220S
W311XXD,10,"Contact with metalworking machines, subsequent encounter",10-W311XXD
W4902XD,10,"String or thread causing external constriction, subsequent encounter",10-W4902XD
W5652,10,Struck by other fish,10-W5652
Y36220A,10,"War operations involving explosion of guided missile, military personnel, initial encounter",10-Y36220A
Z96632,10,Presence of left artificial wrist joint,10-Z96632
A398,10,Other meningococcal infections,10-A398
B010,10,Varicella meningitis,10-B010
B6981,10,Myositis in cysticercosis,10-B6981
C50829,10,Malignant neoplasm of overlapping sites of unspecified male breast,10-C50829
C7951,10,Secondary malignant neoplasm of bone,10-C7951
C92A1,10,"Acute myeloid leukemia with multilineage dysplasia, in remission",10-C92A1
D091,10,Carcinoma in situ of other and unspecified urinary organs,10-D091
D3A025,10,Benign carcinoid tumor of the sigmoid colon,10-D3A025
F1615,10,Hallucinogen abuse with hallucinogen-induced psychotic disorder,10-F1615
F550,10,Abuse of antacids,10-F550
G960,10,Cerebrospinal fluid leak,10-G960
H11121,10,"Conjunctival concretions, right eye",10-H11121
H1703,10,"Adherent leukoma, bilateral",10-H1703
H18041,10,"Kayser-Fleischer ring, right eye",10-H18041
H31012,10,"Macula scars of posterior pole (postinflammatory) (post-traumatic), left eye",10-H31012
H353190,10,"Nonexudative age-related macular degeneration, unspecified eye, stage unspecified",10-H353190
H66011,10,"Acute suppurative otitis media with spontaneous rupture of ear drum, right ear",10-H66011
H95131,10,"Mucosal cyst of postmastoidectomy cavity, right ear",10-H95131
I69142,10,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left dominant side,10-I69142
M05279,10,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot,10-M05279
M0587,10,Other rheumatoid arthritis with rheumatoid factor of ankle and foot,10-M0587
M10369,10,"Gout due to renal impairment, unspecified knee",10-M10369
M12531,10,"Traumatic arthropathy, right wrist",10-M12531
M19221,10,"Secondary osteoarthritis, right elbow",10-M19221
M23611,10,Other spontaneous disruption of anterior cruciate ligament of right knee,10-M23611
M7003,10,"Crepitant synovitis (acute) (chronic), wrist",10-M7003
M7187,10,"Other specified bursopathies, ankle and foot",10-M7187
M80821,10,"Other osteoporosis with current pathological fracture, right humerus",10-M80821
M84754D,10,"Complete transverse atypical femoral fracture, right leg, subsequent encounter for fracture with routine healing",10-M84754D
M9946,10,Connective tissue stenosis of neural canal of lower extremity,10-M9946
N91,10,"Absent, scanty and rare menstruation",10-N91
O30821,10,"Other specified multiple gestation with two or more monoamniotic fetuses, first trimester",10-O30821
O360929,10,"Maternal care for other rhesus isoimmunization, second trimester, other fetus",10-O360929
O368920,10,"Maternal care for other specified fetal problems, second trimester, not applicable or unspecified",10-O368920
O99712,10,"Diseases of the skin and subcutaneous tissue complicating pregnancy, second trimester",10-O99712
Q613,10,"Polycystic kidney, unspecified",10-Q613
S00439,10,Contusion of unspecified ear,10-S00439
S01319D,10,"Laceration without foreign body of unspecified ear, subsequent encounter",10-S01319D
S025XXD,10,"Fracture of tooth (traumatic), subsequent encounter for fracture with routine healing",10-S025XXD
S06364S,10,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, sequela",10-S06364S
S065X1D,10,"Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, subsequent encounter",10-S065X1D
S14152D,10,"Other incomplete lesion at C2 level of cervical spinal cord, subsequent encounter",10-S14152D
S20459,10,Superficial foreign body of unspecified back wall of thorax,10-S20459
S22069D,10,"Unspecified fracture of T7-T8 vertebra, subsequent encounter for fracture with routine healing",10-S22069D
S300XXS,10,"Contusion of lower back and pelvis, sequela",10-S300XXS
S3143XS,10,"Puncture wound without foreign body of vagina and vulva, sequela",10-S3143XS
S39023D,10,"Laceration of muscle, fascia and tendon of pelvis, subsequent encounter",10-S39023D
S42001K,10,"Fracture of unspecified part of right clavicle, subsequent encounter for fracture with nonunion",10-S42001K
S42112G,10,"Displaced fracture of body of scapula, left shoulder, subsequent encounter for fracture with delayed healing",10-S42112G
S42142A,10,"Displaced fracture of glenoid cavity of scapula, left shoulder, initial encounter for closed fracture",10-S42142A
S48121A,10,"Partial traumatic amputation at level between right shoulder and elbow, initial encounter",10-S48121A
S52126A,10,"Nondisplaced fracture of head of unspecified radius, initial encounter for closed fracture",10-S52126A
S52319,10,"Greenstick fracture of shaft of radius, unspecified arm",10-S52319
S52345G,10,"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing",10-S52345G
S548X1D,10,"Injury of other nerves at forearm level, right arm, subsequent encounter",10-S548X1D
S59211G,10,"Salter-Harris Type I physeal fracture of lower end of radius, right arm, subsequent encounter for fracture with delayed healing",10-S59211G
S61246,10,Puncture wound with foreign body of right little finger without damage to nail,10-S61246
S62292P,10,"Other fracture of first metacarpal bone, left hand, subsequent encounter for fracture with malunion",10-S62292P
S62396B,10,"Other fracture of fifth metacarpal bone, right hand, initial encounter for open fracture",10-S62396B
S62666K,10,"Nondisplaced fracture of distal phalanx of right little finger, subsequent encounter for fracture with nonunion",10-S62666K
S63016A,10,"Dislocation of distal radioulnar joint of unspecified wrist, initial encounter",10-S63016A
S63036S,10,"Dislocation of midcarpal joint of unspecified wrist, sequela",10-S63036S
S6307,10,Subluxation and dislocation of distal end of ulna,10-S6307
S63302,10,Traumatic rupture of unspecified ligament of left wrist,10-S63302
S63619S,10,"Unspecified sprain of unspecified finger, sequela",10-S63619S
S638X9S,10,"Sprain of other part of unspecified wrist and hand, sequela",10-S638X9S
S68521S,10,"Partial traumatic transphalangeal amputation of right thumb, sequela",10-S68521S
S68719,10,Complete traumatic transmetacarpal amputation of unspecified hand,10-S68719
S70371A,10,"Other superficial bite of right thigh, initial encounter",10-S70371A
S72025G,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with delayed healing",10-S72025G
S72433E,10,"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",10-S72433E
S72462N,10,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10-S72462N
S73033S,10,"Other anterior subluxation of unspecified hip, sequela",10-S73033S
S749,10,Injury of unspecified nerve at hip and thigh level,10-S749
S76899A,10,"Other injury of other specified muscles, fascia and tendons at thigh level, unspecified thigh, initial encounter",10-S76899A
S82133R,10,"Displaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S82133R
S82399,10,Other fracture of lower end of unspecified tibia,10-S82399
S8255XR,10,"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S8255XR
S83095,10,Other dislocation of left patella,10-S83095
S83521S,10,"Sprain of posterior cruciate ligament of right knee, sequela",10-S83521S
S84801D,10,"Injury of other nerves at lower leg level, right leg, subsequent encounter",10-S84801D
S86301A,10,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, initial encounter",10-S86301A
S90474D,10,"Other superficial bite of right lesser toe(s), subsequent encounter",10-S90474D
S92031B,10,"Displaced avulsion fracture of tuberosity of right calcaneus, initial encounter for open fracture",10-S92031B
S92215P,10,"Nondisplaced fracture of cuboid bone of left foot, subsequent encounter for fracture with malunion",10-S92215P
S92226K,10,"Nondisplaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with nonunion",10-S92226K
S93492D,10,"Sprain of other ligament of left ankle, subsequent encounter",10-S93492D
T22592,10,"Corrosion of first degree of multiple sites of left shoulder and upper limb, except wrist and hand",10-T22592
T2321,10,Burn of second degree of thumb (nail),10-T2321
T23621D,10,"Corrosion of second degree of single right finger (nail) except thumb, subsequent encounter",10-T23621D
T246,10,"Corrosion of second degree of lower limb, except ankle and foot",10-T246
T34829A,10,"Frostbite with tissue necrosis of unspecified foot, initial encounter",10-T34829A
T472X2S,10,"Poisoning by stimulant laxatives, intentional self-harm, sequela",10-T472X2S
T508X2S,10,"Poisoning by diagnostic agents, intentional self-harm, sequela",10-T508X2S
T566X3A,10,"Toxic effect of tin and its compounds, assault, initial encounter",10-T566X3A
T63893A,10,"Toxic effect of contact with other venomous animals, assault, initial encounter",10-T63893A
T8171,10,"Complication of artery following a procedure, not elsewhere classified",10-T8171
T83128D,10,"Displacement of other urinary devices and implants, subsequent encounter",10-T83128D
T84116D,10,"Breakdown (mechanical) of internal fixation device of bone of right lower leg, subsequent encounter",10-T84116D
T8621,10,Heart transplant rejection,10-T8621
V00181D,10,"Fall from other rolling-type pedestrian conveyance, subsequent encounter",10-V00181D
V00311A,10,"Fall from snowboard, initial encounter",10-V00311A
V607,10,Person on outside of heavy transport vehicle injured in collision with pedestrian or animal in traffic accident,10-V607
V613XXS,10,"Unspecified occupant of heavy transport vehicle injured in collision with pedal cycle in nontraffic accident, sequela",10-V613XXS
V617,10,Person on outside of heavy transport vehicle injured in collision with pedal cycle in traffic accident,10-V617
V677,10,Person on outside of heavy transport vehicle injured in collision with fixed or stationary object in traffic accident,10-V677
X001,10,Exposure to smoke in uncontrolled fire in building or structure,10-X001
X100XXA,10,"Contact with hot drinks, initial encounter",10-X100XXA
Y271XXS,10,"Contact with hot tap water, undetermined intent, sequela",10-Y271XXS
Y37331A,10,"Military operations involving flamethrower, civilian, initial encounter",10-Y37331A
Y93J2,10,"Activity, drum and other percussion instrument playing",10-Y93J2
Z554,10,Educational maladjustment and discord with teachers and classmates,10-Z554
Z62891,10,Sibling rivalry,10-Z62891
01641,9,"Tuberculosis of epididymis, bacteriological or histological examination not done",9-01641
1503,9,Malignant neoplasm of upper third of esophagus,9-1503
20223,9,"Sezary's disease, intra-abdominal lymph nodes",9-20223
2651,9,Other and unspecified manifestations of thiamine deficiency,9-2651
2750,9,Disorders of iron metabolism,9-2750
3373,9,Autonomic dysreflexia,9-3373
48281,9,Pneumonia due to anaerobes,9-48281
5374,9,Fistula of stomach or duodenum,9-5374
5529,9,"Hernia of unspecified site, with obstruction",9-5529
71130,9,"Postdysenteric arthropathy, site unspecified",9-71130
76403,9,"\"\"\"Light-for-dates\"\" without mention of fetal malnutrition",9-76403
9105,9,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected",9-9105
9696,9,Poisoning by psychodysleptics (hallucinogens),9-9696
99801,9,"Postoperative shock, cardiogenic",9-99801
9996,9,Abo incompatibility reaction,9-9996
01341,9,"Tuberculoma of spinal cord, bacteriological or histological examination not done",9-01341
01524,9,"Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9-01524
01651,9,"Tuberculosis of other male genital organs, bacteriological or histological examination not done",9-01651
01761,9,"Tuberculosis of adrenal glands, bacteriological or histological examination not done",9-01761
05411,9,Herpetic vulvovaginitis,9-05411
0720,9,Mumps orchitis,9-0720
0862,9,Chagas' disease without mention of organ involvement,9-0862
25053,9,"Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled",9-25053
34620,9,"Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus",9-34620
36356,9,"Other diffuse or generalized dystrophy of choroid, partial",9-36356
390,9,Rheumatic fever without mention of heart involvement,9-390
65833,9,"Delayed delivery after artificial rupture of membranes, antepartum condition or complication",9-65833
66070,9,"Failed forceps or vacuum extractor, unspecified, unspecified as to episode of care or not applicable",9-66070
67410,9,"Disruption of cesarean wound, unspecified as to episode of care or not applicable",9-67410
71222,9,"Chondrocalcinosis, due to pyrophosphate crystals, upper arm",9-71222
71236,9,"Chondrocalcinosis, unspecified, lower leg",9-71236
71964,9,"Other symptoms referable to joint, hand",9-71964
71989,9,"Other specified disorders of joint, multiple sites",9-71989
72810,9,"Calcification and ossification, unspecified",9-72810
76420,9,"\"Fetal malnutrition without mention of \"\"light-for-dates\"\"",9-76420
7716,9,Neonatal conjunctivitis and dacryocystitis,9-7716
78729,9,Other dysphagia,9-78729
86393,9,"Injury to pancreas, tail, with open wound into cavity",9-86393
9150,9,"Abrasion or friction burn of finger(s), without mention of infection",9-9150
V5869,9,Long-term (current) use of other medications,9-V5869
1538,9,Malignant neoplasm of other specified sites of large intestine,9-1538
38089,9,Other disorders of external ear,9-38089
5583,9,Allergic gastroenteritis and colitis,9-5583
6254,9,Premenstrual tension syndromes,9-6254
64523,9,"Prolonged pregnancy, antepartum condition or complication",9-64523
65561,9,"Suspected damage to fetus from radiation, affecting management of mother, delivered,",9-65561
72282,9,"Postlaminectomy syndrome, thoracic region",9-72282
94892,9,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 20-29%",9-94892
E0042,9,Activities involving BASE jumping,9-E0042
E8212,9,Nontraffic accident involving other off-road motor vehicle injuring motorcyclist,9-E8212
E9583,9,Suicide and self-inflicted injury by extremes of cold,9-E9583
V702,9,"General psychiatric examination, other and unspecified",9-V702
V7260,9,"Laboratory examination, unspecified",9-V7260
01084,9,"Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9-01084
33700,9,"Idiopathic peripheral autonomic neuropathy, unspecified",9-33700
4568,9,Varices of other sites,9-4568
52133,9,"Erosion, extending into pulp",9-52133
5225,9,Periapical abscess without sinus,9-5225
70723,9,"Pressure ulcer, stage III",9-70723
71185,9,"Arthropathy associated with other infectious and parasitic diseases, pelvic region and thigh",9-71185
71810,9,"Loose body in joint, site unspecified",9-71810
78440,9,"Voice and resonance disorder, unspecified",9-78440
78461,9,Alexia and dyslexia,9-78461
80515,9,Open fracture of fifth cervical vertebra,9-80515
83314,9,Open dislocation of carpometacarpal (joint),9-83314
86341,9,"Injury to ascending [right] colon, without mention of open wound into cavity",9-86341
86343,9,"Injury to descending [left] colon, without mention of open wound into cavity",9-86343
9273,9,Crushing injury of finger(s),9-9273
V171,9,Family history of stroke (cerebrovascular),9-V171
07819,9,Other specified viral warts,9-07819
20177,9,"Hodgkin's disease, lymphocytic depletion, spleen",9-20177
29212,9,Drug-induced psychotic disorder with hallucinations,9-29212
30432,9,"Cannabis dependence, episodic",9-30432
3393,9,"Drug induced headache, not elsewhere classified",9-3393
34881,9,Temporal sclerosis,9-34881
36275,9,Other dystrophies primarily involving the sensory retina,9-36275
42983,9,Takotsubo syndrome,9-42983
4460,9,Polyarteritis nodosa,9-4460
4718,9,Other polyp of sinus,9-4718
52482,9,Posterior soft tissue impingement,9-52482
5299,9,Unspecified condition of the tongue,9-5299
5771,9,Chronic pancreatitis,9-5771
5934,9,Other ureteric obstruction,9-5934
66571,9,"Pelvic hematoma, delivered, with or without mention of antepartum condition",9-66571
7601,9,Maternal renal and urinary tract diseases affecting fetus or newborn,9-7601
80383,9,"Other open skull fracture with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",9-80383
9041,9,Injury to superficial femoral artery,9-9041
90452,9,Injury to anterior tibial vein,9-90452
E0039,9,Other activity involving ice and snow,9-E0039
V1781,9,Family history of osteoporosis,9-V1781
01644,9,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9-01644
31210,9,"Undersocialized conduct disorder, unaggressive type, unspecified",9-31210
34680,9,"Other forms of migraine, without mention of intractable migraine without mention of status migrainosus",9-34680
42843,9,Acute on chronic combined systolic and diastolic heart failure,9-42843
44029,9,Other atherosclerosis of native arteries of the extremities,9-44029
5182,9,Compensatory emphysema,9-5182
63482,9,"Spontaneous abortion, with unspecified complication, complete",9-63482
8020,9,Closed fracture of nasal bones,9-8020
V1012,9,Personal history of malignant neoplasm of trachea,9-V1012
V699,9,Unspecified problem related to lifestyle,9-V699
29616,9,"Manic affective disorder, recurrent episode, in full remission",9-29616
4954,9,Malt workers' lung,9-4954
55841,9,Eosinophilic gastroenteritis,9-55841
6398,9,Other specified complications following abortion or ectopic and molar pregnancy,9-6398
68102,9,Onychia and paronychia of finger,9-68102
71193,9,"Unspecified infective arthritis, forearm",9-71193
71580,9,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, site unspecified",9-71580
73021,9,"Unspecified osteomyelitis, shoulder region",9-73021
73090,9,"Unspecified infection of bone, site unspecified",9-73090
79551,9,Nonspecific reaction to tuberculin skin test without active tuberculosis,9-79551
80085,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",9-80085
80100,9,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness",9-80100
82322,9,Closed fracture of shaft of fibula with tibia,9-82322
9092,9,Late effect of radiation,9-9092
9222,9,Contusion of abdominal wall,9-9222
94129,9,"Blisters, epidermal loss [second degree] of multiple sites [except with eye] of face, head, and neck",9-94129
9928,9,Other specified heat effects,9-9928
E8801,9,Accidental fall on or from sidewalk curb,9-E8801
V1002,9,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx,9-V1002
0072,9,Coccidiosis,9-0072
28264,9,Sickle-cell/Hb-C disease with crisis,9-28264
29020,9,Senile dementia with delusional features,9-29020
29384,9,Anxiety disorder in conditions classified elsewhere,9-29384
37561,9,Lacrimal fistula,9-37561
3898,9,Other specified forms of hearing loss,9-3898
5781,9,Blood in stool,9-5781
71500,9,"Osteoarthrosis, generalized, site unspecified",9-71500
72886,9,Necrotizing fasciitis,9-72886
73739,9,Other kyphoscoliosis and scoliosis,9-73739
77431,9,Neonatal jaundice due to delayed conjugation in diseases classified elsewhere,9-77431
80707,9,Closed fracture of seven ribs,9-80707
87361,9,"Open wound of buccal mucosa, without mention of complication",9-87361
94501,9,Burn of unspecified degree of toe(s) (nail),9-94501
95919,9,Other injury of other sites of trunk,9-95919
E8053,9,Pedal cyclist hit by rolling stock,9-E8053
E8111,9,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger in motor vehicle other than motorcycle,9-E8111
E9588,9,Suicide and self-inflicted injury by other specified means,9-E9588
V682,9,Request for expert evidence,9-V682
0999,9,"Venereal disease, unspecified",9-0999
1649,9,"Malignant neoplasm of mediastinum, part unspecified",9-1649
1732,9,Other malignant neoplasm of skin of ear and external auditory canal,9-1732
36441,9,Hyphema of iris and ciliary body,9-36441
37172,9,Descemetocele,9-37172
47829,9,"Other diseases of pharynx, not elsewhere classified",9-47829
63402,9,"Spontaneous abortion, complicated by genital tract and pelvic infection, complete",9-63402
74336,9,Congenital anomalies of lens shape,9-74336
80034,9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",9-80034
94339,9,"Full-thickness skin loss [third degree, not otherwise specified] of multiple sites of upper limb, except wrist and hand",9-94339
9509,9,Injury to unspecified optic nerve and pathways,9-9509
96909,9,Poisoning by other antidepressants,9-96909
99693,9,Complications of reattached finger(s),9-99693
E8000,9,Railway accident involving collision with rolling stock and injuring railway employee,9-E8000
E9390,9,Antidepressants causing adverse effects in therapeutic use,9-E9390
E9901,9,Injury due to war operations from flamethrower,9-E9901
V1553,9,Personal history of retained foreign body fully removed,9-V1553
V2504,9,Counseling and instruction in natural family planning to avoid pregnancy,9-V2504
V6109,9,Other family disruption,9-V6109
101,9,Vincent's angina,9-101
20232,9,"Malignant histiocytosis, intrathoracic lymph nodes",9-20232
25542,9,Mineralocorticoid deficiency,9-25542
31381,9,Oppositional defiant disorder,9-31381
3314,9,Obstructive hydrocephalus,9-3314
38302,9,Acute mastoiditis with other complications,9-38302
503,9,Pneumoconiosis due to other inorganic dust,9-503
64864,9,"Other cardiovascular diseases of mother, postpartum condition or complication",9-64864
66551,9,"Other injury to pelvic organs, delivered, with or without mention of antepartum condition",9-66551
7089,9,"Urticaria, unspecified",9-7089
74512,9,Corrected transposition of great vessels,9-74512
75982,9,Marfan syndrome,9-75982
8910,9,"Open wound of knee, leg [except thigh], and ankle, without mention of complication",9-8910
9042,9,Injury to femoral veins,9-9042
94124,9,"Blisters, epidermal loss [second degree] of chin",9-94124
95209,9,C5-C7 level with other specified spinal cord injury,9-95209
9742,9,Poisoning by carbonic acid anhydrase inhibitors,9-9742
E0053,9,Activities involving trampoline,9-E0053
V617,9,Other unwanted pregnancy,9-V617
0070,9,Balantidiasis,9-0070
01016,9,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9-01016
01512,9,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)",9-01512
01723,9,"Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy",9-01723
0721,9,Mumps meningitis,9-0721
0861,9,Chagas' disease with other organ involvement,9-0861
25512,9,Conn's syndrome,9-25512
34282,9,Other specified hemiplegia and hemiparesis affecting nondominant side,9-34282
34431,9,Monoplegia of lower limb affecting dominant side,9-34431
37730,9,"Optic neuritis, unspecified",9-37730
41001,9,"Acute myocardial infarction of anterolateral wall, initial episode of care",9-41001
63472,9,"Spontaneous abortion, with other specified complications, complete",9-63472
71147,9,"Arthropathy associated with other bacterial diseases, ankle and foot",9-71147
75024,9,Congenital fistula of salivary gland,9-75024
7817,9,Tetany,9-7817
94240,9,"Deep necrosis of underlying tissues [deep third degree] ) without mention of loss of a body part, of trunk, unspecified site",9-94240
99691,9,Complications of reattached forearm,9-99691
E9676,9,"Perpetrator of child and adult abuse, by grandparent",9-E9676
V279,9,"Outcome of delivery, unspecified outcome of delivery",9-V279
V4360,9,Unspecified joint replacement,9-V4360
V602,9,Inadequate material resources,9-V602
V652,9,Person feigning illness,9-V652
20276,9,"Peripheral T cell lymphoma, intrapelvic lymph nodes",9-20276
2866,9,Defibrination syndrome,9-2866
36803,9,Refractive amblyopia,9-36803
37212,9,Chronic follicular conjunctivitis,9-37212
4650,9,Acute laryngopharyngitis,9-4650
47820,9,Unspecified disease of pharynx,9-47820
52406,9,"Major anomalies of jaw size, microgenia",9-52406
65533,9,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, antepartum condition or complication",9-65533
78065,9,Hypothermia not associated with low environmental temperature,9-78065
9046,9,Injury to deep plantar blood vessels,9-9046
94414,9,Erythema [first degree] of two or more digits of hand including thumb,9-94414
95217,9,T7-T12 level with anterior cord syndrome,9-95217
2980,9,Depressive type psychosis,9-2980
37960,9,"Inflammation (infection) of postprocedural bleb, unspecified",9-37960
541,9,"Appendicitis, unqualified",9-541
57512,9,Acute and chronic cholecystitis,9-57512
6266,9,Metrorrhagia,9-6266
64741,9,"Malaria in the mother, delivered, with or without mention of antepartum condition",9-64741
65650,9,"Poor fetal growth, affecting management of mother, unspecified as to episode of care or not applicable",9-65650
67632,9,"Other and unspecified disorder of breast associated with childbirth, delivered, with mention of postpartum complication",9-67632
72089,9,Other inflammatory spondylopathies,9-72089
7336,9,Tietze's disease,9-7336
74600,9,"Congenital pulmonary valve anomaly, unspecified",9-74600
81254,9,Open fracture of unspecified condyle(s) of humerus,9-81254
9766,9,"Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat",9-9766
E0049,9,"Other activity involving climbing, rappelling and jumping off",9-E0049
